fid,STATENAME,ID,DISTRICT,STARTCONG,ENDCONG
18595,Pennsylvania,042073077027,27,73,77
18596,Pennsylvania,042073077028,28,73,77
18597,Pennsylvania,042073077029,29,73,77
18598,Pennsylvania,042073077034,34,73,77
18599,Pennsylvania,042073077003,3,73,77
18600,Rhode Island,044073088001,1,73,88
18601,Rhode Island,044073088002,2,73,88
18602,Washington,053073082001,1,73,82
18603,Washington,053073082002,2,73,82
18604,Ohio,039073077021,21,73,77
18605,Ohio,039073077022,22,73,77
18606,Ohio,039073077002,2,73,77
18607,Ohio,039073077003,3,73,77
18608,Pennsylvania,042073077010,10,73,77
18609,Pennsylvania,042073077011,11,73,77
18610,Pennsylvania,042073077002,2,73,77
18611,Pennsylvania,042073077030,30,73,77
18612,Pennsylvania,042073077032,32,73,77
18613,Pennsylvania,042073077033,33,73,77
18614,Pennsylvania,042073077004,4,73,77
18615,Pennsylvania,042073077006,6,73,77
18616,Pennsylvania,042073077007,7,73,77
18617,Pennsylvania,042073077008,8,73,77
18618,Pennsylvania,042073077009,9,73,77
18619,Wisconsin,055073088010,10,73,88
18620,Wisconsin,055073088001,1,73,88
18621,Wisconsin,055073088002,2,73,88
18622,Wisconsin,055073088003,3,73,88
18623,Wisconsin,055073088004,4,73,88
18624,Wisconsin,055073088005,5,73,88
18625,Wisconsin,055073088006,6,73,88
18626,Wisconsin,055073088007,7,73,88
18627,Wisconsin,055073088008,8,73,88
18628,Wisconsin,055073088009,9,73,88
18631,Tennessee,047074077006,6,74,77
18643,Tennessee,047074077007,7,74,77
18647,Tennessee,047074077008,8,74,77
18648,Indiana,018074074010,10,74,74
18649,Indiana,018074074011,11,74,74
18650,Indiana,018074074012,12,74,74
18651,Indiana,018074074001,1,74,74
18652,Indiana,018074074002,2,74,74
18653,Indiana,018074074003,3,74,74
18654,Indiana,018074074004,4,74,74
18655,Indiana,018074074005,5,74,74
18656,Indiana,018074074006,6,74,74
18657,Indiana,018074074007,7,74,74
18660,Tennessee,047074077009,9,74,77
18671,Texas,048074082001,1,74,82
18672,Texas,048074082010,10,74,82
18673,Texas,048074082011,11,74,82
18674,Texas,048074082012,12,74,82
18675,Missouri,029074082001,1,74,82
18676,Missouri,029074082002,2,74,82
18677,Missouri,029074082003,3,74,82
18678,Missouri,029074082004,4,74,82
18679,Texas,048074082013,13,74,82
18680,Missouri,029074082006,6,74,82
18681,Missouri,029074082007,7,74,82
18682,Missouri,029074082008,8,74,82
18683,Missouri,029074082009,9,74,82
18686,Texas,048074082014,14,74,82
18687,Texas,048074082015,15,74,82
18688,Texas,048074082016,16,74,82
18689,Texas,048074082017,17,74,82
18690,Texas,048074082018,18,74,82
18691,Texas,048074082019,19,74,82
18692,Texas,048074082002,2,74,82
18693,Texas,048074082020,20,74,82
18694,Texas,048074082021,21,74,82
18695,Texas,048074082003,3,74,82
18696,Texas,048074082004,4,74,82
18697,Texas,048074082005,5,74,82
18698,Texas,048074082006,6,74,82
18699,Texas,048074082007,7,74,82
18700,Texas,048074082008,8,74,82
18701,Texas,048074082009,9,74,82
18705,Virginia,051074082001,1,74,82
18733,Minnesota,027074087001,1,74,87
18734,Minnesota,027074087002,2,74,87
18735,Minnesota,027074087003,3,74,87
18736,Minnesota,027074087004,4,74,87
18737,Minnesota,027074087005,5,74,87
18738,Minnesota,027074087006,6,74,87
18739,Minnesota,027074087007,7,74,87
18740,Minnesota,027074087008,8,74,87
18741,Minnesota,027074087009,9,74,87
18814,Indiana,018074074008,8,74,74
18815,Indiana,018074074009,9,74,74
18825,Missouri,029074082010,10,74,82
18828,Missouri,029074082011,11,74,82
18829,Missouri,029074082012,12,74,82
18839,Missouri,029074082013,13,74,82
18909,Kentucky,021074082001,1,74,82
18910,Kentucky,021074082002,2,74,82
18911,Kentucky,021074082003,3,74,82
18912,Kentucky,021074082004,4,74,82
18913,Kentucky,021074082005,5,74,82
18914,Kentucky,021074082006,6,74,82
18915,Kentucky,021074082007,7,74,82
18916,Kentucky,021074082008,8,74,82
18917,Kentucky,021074082009,9,74,82
18964,Missouri,029074082005,5,74,82
18988,Tennessee,047074077001,1,74,77
18989,Tennessee,047074077002,2,74,77
18990,Tennessee,047074077003,3,74,77
18991,Tennessee,047074077004,4,74,77
18993,Tennessee,047074077005,5,74,77
18995,Virginia,051074082002,2,74,82
18996,Virginia,051074082003,3,74,82
18997,Virginia,051074082004,4,74,82
18998,Virginia,051074082005,5,74,82
18999,Virginia,051074082006,6,74,82
19000,Virginia,051074082007,7,74,82
19001,Virginia,051074082008,8,74,82
19002,Virginia,051074082009,9,74,82
19003,West Virginia,054074082001,1,74,82
19004,West Virginia,054074082002,2,74,82
19005,West Virginia,054074082003,3,74,82
19006,West Virginia,054074082004,4,74,82
19007,West Virginia,054074082005,5,74,82
19008,West Virginia,054074082006,6,74,82
19186,Florida,012075077001,1,75,77
19187,Florida,012075077002,2,75,77
19203,Florida,012075077003,3,75,77
19204,Florida,012075077004,4,75,77
19205,Florida,012075077005,5,75,77
19235,Indiana,018075077010,10,75,77
19236,Indiana,018075077011,11,75,77
19237,Indiana,018075077012,12,75,77
19238,Indiana,018075077001,1,75,77
19239,Indiana,018075077002,2,75,77
19240,Indiana,018075077003,3,75,77
19241,Indiana,018075077004,4,75,77
19242,Indiana,018075077005,5,75,77
19243,Indiana,018075077006,6,75,77
19244,Indiana,018075077007,7,75,77
19245,Indiana,018075077008,8,75,77
19246,Indiana,018075077009,9,75,77
20353,Tennessee,047078079006,6,78,79
20354,Illinois,017078080020,20,78,80
20355,Illinois,017078080021,21,78,80
20356,Illinois,017078080022,22,78,80
20357,Illinois,017078080023,23,78,80
20358,Illinois,017078080024,24,78,80
20359,Illinois,017078080025,25,78,80
20360,Illinois,017078080003,3,78,80
20361,Illinois,017078080007,7,78,80
20362,Tennessee,047078079007,7,78,79
20363,Ohio,039078082020,20,78,82
20364,Tennessee,047078079008,8,78,79
20365,Ohio,039078082004,4,78,82
20366,Ohio,039078082005,5,78,82
20367,Ohio,039078082006,6,78,82
20368,Ohio,039078082007,7,78,82
20369,Ohio,039078082008,8,78,82
20370,Ohio,039078082009,9,78,82
20373,Tennessee,047078079009,9,78,79
20422,Arizona,004078080000,0,78,80
20423,California,006078082010,10,78,82
20424,California,006078082011,11,78,82
20425,California,006078082012,12,78,82
20426,California,006078082013,13,78,82
20427,California,006078082014,14,78,82
20428,California,006078082015,15,78,82
20429,California,006078082016,16,78,82
20430,California,006078082017,17,78,82
20431,California,006078082018,18,78,82
20432,California,006078082019,19,78,82
20433,California,006078082001,1,78,82
20434,California,006078082020,20,78,82
20435,California,006078082021,21,78,82
20436,California,006078082022,22,78,82
20437,California,006078082023,23,78,82
20438,California,006078082002,2,78,82
20439,California,006078082004,4,78,82
20443,California,006078082005,5,78,82
20444,California,006078082006,6,78,82
20445,California,006078082007,7,78,82
20446,California,006078082008,8,78,82
20447,California,006078082009,9,78,82
20448,California,006078082003,3,78,82
20483,Florida,012078078000,0,78,78
20484,Florida,012078078001,1,78,78
20485,Florida,012078078002,2,78,78
20486,Illinois,017078080000,0,78,80
20487,Illinois,017078080010,10,78,80
20488,Illinois,017078080011,11,78,80
20489,Illinois,017078080012,12,78,80
20490,Illinois,017078080013,13,78,80
20491,Illinois,017078080014,14,78,80
20492,Illinois,017078080015,15,78,80
20493,Illinois,017078080016,16,78,80
20494,Illinois,017078080017,17,78,80
20495,Illinois,017078080018,18,78,80
20496,Illinois,017078080019,19,78,80
20497,Illinois,017078080001,1,78,80
20498,Florida,012078078003,3,78,78
20499,Illinois,017078080002,2,78,80
20500,Illinois,017078080004,4,78,80
20501,Florida,012078078004,4,78,78
20502,Florida,012078078005,5,78,78
20503,Illinois,017078080005,5,78,80
20504,Illinois,017078080006,6,78,80
20505,Illinois,017078080008,8,78,80
20506,Illinois,017078080009,9,78,80
20518,Ohio,039078082000,0,78,82
20519,Ohio,039078082010,10,78,82
20520,Ohio,039078082011,11,78,82
20521,Ohio,039078082012,12,78,82
20522,Ohio,039078082013,13,78,82
20523,Ohio,039078082014,14,78,82
20524,Ohio,039078082015,15,78,82
20525,Ohio,039078082016,16,78,82
20526,Ohio,039078082017,17,78,82
20527,Ohio,039078082018,18,78,82
20528,Ohio,039078082019,19,78,82
20529,Ohio,039078082001,1,78,82
20555,Indiana,018078089001,1,78,89
20581,Indiana,018078089010,10,78,89
20582,Indiana,018078089011,11,78,89
20595,Indiana,018078089002,2,78,89
20596,Indiana,018078089003,3,78,89
20598,Indiana,018078089004,4,78,89
20599,Indiana,018078089005,5,78,89
20600,Massachusetts,025078087010,10,78,87
20601,Massachusetts,025078087011,11,78,87
20602,Massachusetts,025078087012,12,78,87
20603,Massachusetts,025078087013,13,78,87
20604,Massachusetts,025078087014,14,78,87
20605,Massachusetts,025078087001,1,78,87
20606,Massachusetts,025078087002,2,78,87
20607,Massachusetts,025078087003,3,78,87
20608,Massachusetts,025078087004,4,78,87
20609,Massachusetts,025078087005,5,78,87
20610,Massachusetts,025078087006,6,78,87
20611,Massachusetts,025078087007,7,78,87
20612,Massachusetts,025078087008,8,78,87
20613,Massachusetts,025078087009,9,78,87
20614,Indiana,018078089006,6,78,89
20615,Indiana,018078089007,7,78,89
20616,Indiana,018078089008,8,78,89
20617,Indiana,018078089009,9,78,89
20618,Iowa,019078087001,1,78,87
20619,Iowa,019078087002,2,78,87
20620,Iowa,019078087003,3,78,87
20621,Iowa,019078087004,4,78,87
20622,Iowa,019078087005,5,78,87
20623,Iowa,019078087006,6,78,87
20624,Iowa,019078087007,7,78,87
20625,Iowa,019078087008,8,78,87
20626,Kansas,020078087001,1,78,87
20627,Kansas,020078087002,2,78,87
20628,Kansas,020078087003,3,78,87
20629,Kansas,020078087004,4,78,87
20630,Kansas,020078087005,5,78,87
20631,Kansas,020078087006,6,78,87
20652,Nebraska,031078087001,1,78,87
20653,Nebraska,031078087002,2,78,87
20654,Nebraska,031078087003,3,78,87
20655,Nebraska,031078087004,4,78,87
20657,New Mexico,035078090000,0,78,90
20660,North Carolina,037078087001,1,78,87
20661,North Carolina,037078087010,10,78,87
20662,North Carolina,037078087011,11,78,87
20663,North Carolina,037078087012,12,78,87
20664,North Carolina,037078087002,2,78,87
20665,North Carolina,037078087003,3,78,87
20666,North Carolina,037078087004,4,78,87
20667,North Carolina,037078087005,5,78,87
20668,North Carolina,037078087006,6,78,87
20670,North Carolina,037078087007,7,78,87
20671,North Carolina,037078087008,8,78,87
20672,North Carolina,037078087009,9,78,87
20674,Oklahoma,040078082001,1,78,82
20675,Oklahoma,040078082002,2,78,82
20676,Oklahoma,040078082003,3,78,82
20677,Oklahoma,040078082004,4,78,82
20678,Pennsylvania,042078078030,30,78,78
20679,Pennsylvania,042078078005,5,78,78
20680,Oklahoma,040078082005,5,78,82
20681,Oklahoma,040078082006,6,78,82
20682,Oklahoma,040078082007,7,78,82
20683,Oklahoma,040078082008,8,78,82
20684,Oregon,041078089001,1,78,89
20685,Oregon,041078089002,2,78,89
20686,Oregon,041078089003,3,78,89
20687,Oregon,041078089004,4,78,89
20712,Tennessee,047078079001,1,78,79
20713,Tennessee,047078079010,10,78,79
20714,Tennessee,047078079002,2,78,79
20715,Tennessee,047078079003,3,78,79
20716,Tennessee,047078079004,4,78,79
20718,Tennessee,047078079005,5,78,79
20735,Pennsylvania,042078078010,10,78,78
20736,Pennsylvania,042078078011,11,78,78
20737,Pennsylvania,042078078012,12,78,78
20738,Pennsylvania,042078078013,13,78,78
20739,Pennsylvania,042078078014,14,78,78
20740,Pennsylvania,042078078015,15,78,78
20741,Pennsylvania,042078078016,16,78,78
20742,Pennsylvania,042078078017,17,78,78
20743,Pennsylvania,042078078018,18,78,78
20744,Pennsylvania,042078078019,19,78,78
20745,Pennsylvania,042078078029,29,78,78
20750,Ohio,039078082021,21,78,82
20751,Ohio,039078082022,22,78,82
20752,Ohio,039078082002,2,78,82
20753,Ohio,039078082003,3,78,82
20754,Pennsylvania,042078078000,0,78,78
20755,Pennsylvania,042078078001,1,78,78
20756,Pennsylvania,042078078020,20,78,78
20757,Pennsylvania,042078078021,21,78,78
20758,Pennsylvania,042078078022,22,78,78
20759,Pennsylvania,042078078023,23,78,78
20760,Pennsylvania,042078078024,24,78,78
20761,Pennsylvania,042078078025,25,78,78
20762,Pennsylvania,042078078026,26,78,78
20763,Pennsylvania,042078078027,27,78,78
20764,Pennsylvania,042078078028,28,78,78
20765,Pennsylvania,042078078002,2,78,78
20766,Pennsylvania,042078078031,31,78,78
20767,Pennsylvania,042078078032,32,78,78
20768,Pennsylvania,042078078003,3,78,78
20769,Pennsylvania,042078078004,4,78,78
20770,Pennsylvania,042078078006,6,78,78
20771,Pennsylvania,042078078007,7,78,78
20772,Pennsylvania,042078078008,8,78,78
20773,Pennsylvania,042078078009,9,78,78
20835,New York,036079082001,1,79,82
20848,New York,036079082031,31,79,82
20849,New York,036079082032,32,79,82
20850,New York,036079082033,33,79,82
20851,New York,036079082034,34,79,82
20852,New York,036079082035,35,79,82
20853,New York,036079082036,36,79,82
20854,New York,036079082037,37,79,82
20855,New York,036079082038,38,79,82
20856,New York,036079082039,39,79,82
20859,New York,036079082007,7,79,82
20877,New York,036079082008,8,79,82
20878,New York,036079082003,3,79,82
20879,New York,036079082040,40,79,82
20880,New York,036079082021,21,79,82
20882,New York,036079082041,41,79,82
20883,New York,036079082042,42,79,82
20884,New York,036079082043,43,79,82
20885,New York,036079082044,44,79,82
20886,New York,036079082045,45,79,82
20887,New York,036079082004,4,79,82
20888,New York,036079082005,5,79,82
20889,New York,036079082006,6,79,82
20921,New York,036079082009,9,79,82
20932,Florida,012079082001,1,79,82
20933,Florida,012079082002,2,79,82
20946,Florida,012079082003,3,79,82
20949,Florida,012079082004,4,79,82
20950,Florida,012079082005,5,79,82
20951,Florida,012079082006,6,79,82
20993,New York,036079082012,12,79,82
20997,New York,036079082011,11,79,82
21004,New York,036079082013,13,79,82
21022,New York,036079082015,15,79,82
21023,New York,036079082016,16,79,82
21024,New York,036079082022,22,79,82
21111,Pennsylvania,042079082030,30,79,82
21120,New York,036079082014,14,79,82
21122,New York,036079082017,17,79,82
21125,New York,036079082018,18,79,82
21126,New York,036079082019,19,79,82
21130,New York,036079082020,20,79,82
21135,New York,036079082010,10,79,82
21137,New York,036079082023,23,79,82
21139,New York,036079082024,24,79,82
21141,New York,036079082025,25,79,82
21142,New York,036079082026,26,79,82
21143,New York,036079082027,27,79,82
21144,New York,036079082028,28,79,82
21145,New York,036079082029,29,79,82
21146,New York,036079082002,2,79,82
21147,New York,036079082030,30,79,82
21166,Pennsylvania,042079082033,33,79,82
21167,Pennsylvania,042079082003,3,79,82
21176,Pennsylvania,042079082010,10,79,82
21177,Pennsylvania,042079082011,11,79,82
21178,Pennsylvania,042079082012,12,79,82
21179,Pennsylvania,042079082013,13,79,82
21180,Pennsylvania,042079082014,14,79,82
21181,Pennsylvania,042079082015,15,79,82
21182,Pennsylvania,042079082016,16,79,82
21183,Pennsylvania,042079082017,17,79,82
21184,Pennsylvania,042079082018,18,79,82
21185,Pennsylvania,042079082019,19,79,82
21186,Pennsylvania,042079082001,1,79,82
21187,Pennsylvania,042079082020,20,79,82
21188,Pennsylvania,042079082021,21,79,82
21189,Pennsylvania,042079082022,22,79,82
21190,Pennsylvania,042079082023,23,79,82
21191,Pennsylvania,042079082024,24,79,82
21192,Pennsylvania,042079082025,25,79,82
21193,Pennsylvania,042079082026,26,79,82
21194,Pennsylvania,042079082027,27,79,82
21195,Pennsylvania,042079082028,28,79,82
21196,Pennsylvania,042079082029,29,79,82
21197,Pennsylvania,042079082002,2,79,82
21198,Pennsylvania,042079082031,31,79,82
21199,Pennsylvania,042079082032,32,79,82
21200,Pennsylvania,042079082004,4,79,82
21201,Pennsylvania,042079082005,5,79,82
21202,Pennsylvania,042079082006,6,79,82
21203,Pennsylvania,042079082007,7,79,82
21204,Pennsylvania,042079082008,8,79,82
21205,Pennsylvania,042079082009,9,79,82
21216,Tennessee,047080082006,6,80,82
21225,Tennessee,047080082007,7,80,82
21233,Tennessee,047080082008,8,80,82
21234,Maryland,024080082005,5,80,82
21235,Maryland,024080082006,6,80,82
21238,Tennessee,047080082009,9,80,82
21432,Maryland,024080082001,1,80,82
21433,Maryland,024080082002,2,80,82
21434,Maryland,024080082003,3,80,82
21435,Maryland,024080082004,4,80,82
21565,Tennessee,047080082001,1,80,82
21566,Tennessee,047080082010,10,80,82
21568,Tennessee,047080082002,2,80,82
21570,Tennessee,047080082003,3,80,82
21572,Tennessee,047080082004,4,80,82
21581,Tennessee,047080082005,5,80,82
21716,Arizona,004081087001,1,81,87
21717,Arizona,004081087002,2,81,87
21797,Illinois,017081082010,10,81,82
21798,Illinois,017081082011,11,81,82
21799,Illinois,017081082012,12,81,82
21800,Illinois,017081082013,13,81,82
21801,Illinois,017081082014,14,81,82
21802,Illinois,017081082015,15,81,82
21803,Illinois,017081082016,16,81,82
21804,Illinois,017081082017,17,81,82
21805,Illinois,017081082018,18,81,82
21806,Illinois,017081082019,19,81,82
21807,Illinois,017081082001,1,81,82
21808,Illinois,017081082020,20,81,82
21809,Illinois,017081082021,21,81,82
21810,Illinois,017081082022,22,81,82
21811,Illinois,017081082023,23,81,82
21812,Illinois,017081082024,24,81,82
21813,Illinois,017081082025,25,81,82
21814,Illinois,017081082026,26,81,82
21816,Illinois,017081082002,2,81,82
21817,Illinois,017081082003,3,81,82
21818,Illinois,017081082004,4,81,82
21819,Illinois,017081082005,5,81,82
21820,Illinois,017081082006,6,81,82
21821,Illinois,017081082007,7,81,82
21822,Illinois,017081082008,8,81,82
21823,Illinois,017081082009,9,81,82
22514,California,006083087024,24,83,87
22515,California,006083087007,7,83,87
22516,California,006083087008,8,83,87
22517,Tennessee,047083089006,6,83,89
22518,Tennessee,047083089007,7,83,89
22519,Illinois,017083087020,20,83,87
22520,Illinois,017083087021,21,83,87
22521,Illinois,017083087022,22,83,87
22522,Illinois,017083087023,23,83,87
22523,Illinois,017083087004,4,83,87
22524,Ohio,039083087010,10,83,87
22525,Ohio,039083087011,11,83,87
22526,Ohio,039083087012,12,83,87
22527,Ohio,039083087013,13,83,87
22528,Ohio,039083087014,14,83,87
22529,Ohio,039083087015,15,83,87
22530,Ohio,039083087016,16,83,87
22531,Ohio,039083087017,17,83,87
22532,Ohio,039083087018,18,83,87
22533,Tennessee,047083089008,8,83,89
22534,Ohio,039083087021,21,83,87
22535,Maryland,024083087001,1,83,87
22536,Tennessee,047083089009,9,83,89
22537,Michigan,026083087006,6,83,87
22538,Michigan,026083087007,7,83,87
22539,Texas,048083085000,0,83,85
22540,Texas,048083085001,1,83,85
22541,Texas,048083085010,10,83,85
22542,Texas,048083085011,11,83,85
22543,Texas,048083085012,12,83,85
22544,Texas,048083085013,13,83,85
22545,Missouri,029083087010,10,83,87
22546,Texas,048083085014,14,83,85
22547,Texas,048083085015,15,83,85
22548,Texas,048083085016,16,83,85
22549,Texas,048083085017,17,83,85
22550,Texas,048083085018,18,83,85
22551,Texas,048083085019,19,83,85
22552,Texas,048083085002,2,83,85
22553,Texas,048083085020,20,83,85
22554,Texas,048083085021,21,83,85
22555,Texas,048083085003,3,83,85
22556,Texas,048083085004,4,83,85
22557,Texas,048083085005,5,83,85
22558,Texas,048083085006,6,83,85
22559,Texas,048083085007,7,83,85
22560,Texas,048083085008,8,83,85
22561,Texas,048083085009,9,83,85
22565,Missouri,029083087004,4,83,87
22566,Missouri,029083087006,6,83,87
22567,Missouri,029083087007,7,83,87
22568,Missouri,029083087008,8,83,87
22569,Missouri,029083087009,9,83,87
22570,Virginia,051083089001,1,83,89
22579,California,006083087010,10,83,87
22580,California,006083087011,11,83,87
22581,California,006083087012,12,83,87
22582,California,006083087013,13,83,87
22583,California,006083087014,14,83,87
22584,California,006083087015,15,83,87
22585,California,006083087016,16,83,87
22586,California,006083087017,17,83,87
22587,California,006083087018,18,83,87
22588,California,006083087019,19,83,87
22589,California,006083087001,1,83,87
22590,California,006083087020,20,83,87
22591,California,006083087021,21,83,87
22592,California,006083087022,22,83,87
22593,California,006083087023,23,83,87
22594,California,006083087025,25,83,87
22595,California,006083087026,26,83,87
22596,California,006083087027,27,83,87
22597,California,006083087028,28,83,87
22598,California,006083087029,29,83,87
22599,California,006083087002,2,83,87
22600,California,006083087030,30,83,87
22601,California,006083087004,4,83,87
22602,California,006083087005,5,83,87
22603,California,006083087006,6,83,87
22604,California,006083087009,9,83,87
22605,California,006083087003,3,83,87
22621,Arkansas,005083087001,1,83,87
22622,Arkansas,005083087002,2,83,87
22623,Arkansas,005083087003,3,83,87
22624,Arkansas,005083087004,4,83,87
22625,Arkansas,005083087005,5,83,87
22626,Arkansas,005083087006,6,83,87
22636,New York,036083087001,1,83,87
22638,Florida,012083087001,1,83,87
22639,Florida,012083087002,2,83,87
22640,Florida,012083087003,3,83,87
22641,Florida,012083087004,4,83,87
22642,Florida,012083087005,5,83,87
22643,Florida,012083087006,6,83,87
22644,Florida,012083087007,7,83,87
22645,Florida,012083087008,8,83,87
22646,New York,036083087021,21,83,87
22648,Illinois,017083087010,10,83,87
22649,Illinois,017083087011,11,83,87
22650,Illinois,017083087012,12,83,87
22651,Illinois,017083087013,13,83,87
22652,Illinois,017083087014,14,83,87
22653,Illinois,017083087015,15,83,87
22654,Illinois,017083087016,16,83,87
22655,Illinois,017083087017,17,83,87
22656,Illinois,017083087018,18,83,87
22657,Illinois,017083087019,19,83,87
22658,Illinois,017083087001,1,83,87
22659,Illinois,017083087024,24,83,87
22660,Illinois,017083087025,25,83,87
22661,Illinois,017083087002,2,83,87
22662,Illinois,017083087003,3,83,87
22663,Illinois,017083087005,5,83,87
22664,Illinois,017083087006,6,83,87
22666,Illinois,017083087007,7,83,87
22667,Illinois,017083087008,8,83,87
22668,Illinois,017083087009,9,83,87
22669,Michigan,026083087010,10,83,87
22670,Michigan,026083087011,11,83,87
22671,Michigan,026083087012,12,83,87
22683,New York,036083087010,10,83,87
22684,New York,036083087011,11,83,87
22685,New York,036083087012,12,83,87
22688,Michigan,026083087013,13,83,87
22689,Michigan,026083087014,14,83,87
22690,Michigan,026083087015,15,83,87
22691,Michigan,026083087016,16,83,87
22692,Michigan,026083087017,17,83,87
22693,Michigan,026083087018,18,83,87
22694,Michigan,026083087001,1,83,87
22695,Michigan,026083087002,2,83,87
22696,Michigan,026083087003,3,83,87
22697,Michigan,026083087004,4,83,87
22698,Michigan,026083087005,5,83,87
22699,Michigan,026083087008,8,83,87
22700,Michigan,026083087009,9,83,87
22702,New York,036083087022,22,83,87
22704,New York,036083087016,16,83,87
22705,Maryland,024083087002,2,83,87
22706,Maryland,024083087003,3,83,87
22707,Maryland,024083087004,4,83,87
22708,Maryland,024083087005,5,83,87
22709,Maryland,024083087006,6,83,87
22710,Maryland,024083087007,7,83,87
22729,New York,036083087018,18,83,87
22733,New York,036083087020,20,83,87
22735,New York,036083087023,23,83,87
22736,New York,036083087037,37,83,87
22737,New York,036083087038,38,83,87
22738,New York,036083087039,39,83,87
22739,New York,036083087003,3,83,87
22740,New York,036083087040,40,83,87
22774,Kentucky,021083084001,1,83,84
22775,Kentucky,021083084002,2,83,84
22776,Kentucky,021083084003,3,83,84
22777,Kentucky,021083084004,4,83,84
22778,Kentucky,021083084005,5,83,84
22779,Kentucky,021083084006,6,83,84
22780,Kentucky,021083084007,7,83,84
22781,Kentucky,021083084008,8,83,84
22785,Mississippi,028083084001,1,83,84
22786,Mississippi,028083084002,2,83,84
22787,Mississippi,028083084003,3,83,84
22788,Mississippi,028083084004,4,83,84
22789,Mississippi,028083084005,5,83,84
22790,Mississippi,028083084006,6,83,84
22798,Washington,053083085001,1,83,85
22799,Washington,053083085002,2,83,85
22800,Washington,053083085004,4,83,85
22801,Washington,053083085005,5,83,85
22815,Oklahoma,040083090001,1,83,90
22816,Oklahoma,040083090002,2,83,90
22817,Oklahoma,040083090003,3,83,90
22818,Oklahoma,040083090004,4,83,90
22819,Oklahoma,040083090005,5,83,90
22820,Oklahoma,040083090006,6,83,90
22821,Pennsylvania,042083083020,20,83,83
22822,Pennsylvania,042083083030,30,83,83
22823,Pennsylvania,042083083003,3,83,83
22828,Missouri,029083087011,11,83,87
22829,Missouri,029083087001,1,83,87
22830,Missouri,029083087002,2,83,87
22840,Tennessee,047083089001,1,83,89
22841,Missouri,029083087003,3,83,87
22842,Missouri,029083087005,5,83,87
22843,Tennessee,047083089002,2,83,89
22844,Tennessee,047083089003,3,83,89
22845,Tennessee,047083089004,4,83,89
22846,New York,036083087009,9,83,87
22847,Washington,053083085000,0,83,85
22848,Washington,053083085003,3,83,85
22849,Washington,053083085006,6,83,85
22850,Tennessee,047083089005,5,83,89
22852,Virginia,051083089010,10,83,89
22853,Virginia,051083089002,2,83,89
22854,Virginia,051083089003,3,83,89
22855,Virginia,051083089004,4,83,89
22856,Virginia,051083089005,5,83,89
22857,Virginia,051083089006,6,83,89
22858,Virginia,051083089007,7,83,89
22859,Virginia,051083089008,8,83,89
22860,Virginia,051083089009,9,83,89
22861,West Virginia,054083087001,1,83,87
22862,West Virginia,054083087002,2,83,87
22863,West Virginia,054083087003,3,83,87
22864,West Virginia,054083087004,4,83,87
22865,West Virginia,054083087005,5,83,87
22866,West Virginia,054083087006,6,83,87
22868,Pennsylvania,042083083012,12,83,83
22869,Pennsylvania,042083083013,13,83,83
22870,Pennsylvania,042083083014,14,83,83
22871,Pennsylvania,042083083015,15,83,83
22872,Pennsylvania,042083083016,16,83,83
22873,Pennsylvania,042083083017,17,83,83
22874,Pennsylvania,042083083018,18,83,83
22875,Pennsylvania,042083083019,19,83,83
22878,New York,036083087013,13,83,87
22879,New York,036083087014,14,83,87
22880,New York,036083087015,15,83,87
22881,New York,036083087017,17,83,87
22882,New York,036083087019,19,83,87
22883,New York,036083087024,24,83,87
22884,New York,036083087025,25,83,87
22885,New York,036083087026,26,83,87
22886,New York,036083087027,27,83,87
22887,New York,036083087028,28,83,87
22888,New York,036083087029,29,83,87
22889,New York,036083087002,2,83,87
22890,New York,036083087030,30,83,87
22891,New York,036083087031,31,83,87
22892,New York,036083087032,32,83,87
22893,New York,036083087033,33,83,87
22894,New York,036083087034,34,83,87
22895,New York,036083087035,35,83,87
22896,New York,036083087036,36,83,87
22897,New York,036083087041,41,83,87
22898,New York,036083087042,42,83,87
22899,New York,036083087043,43,83,87
22900,New York,036083087004,4,83,87
22901,New York,036083087005,5,83,87
22902,New York,036083087006,6,83,87
22903,New York,036083087007,7,83,87
22904,New York,036083087008,8,83,87
22905,Ohio,039083087019,19,83,87
22906,Ohio,039083087001,1,83,87
22907,Ohio,039083087020,20,83,87
22908,Ohio,039083087022,22,83,87
22909,Ohio,039083087023,23,83,87
22910,Ohio,039083087002,2,83,87
22911,Ohio,039083087003,3,83,87
22912,Ohio,039083087004,4,83,87
22913,Ohio,039083087005,5,83,87
22914,Ohio,039083087006,6,83,87
22915,Ohio,039083087007,7,83,87
22916,Ohio,039083087008,8,83,87
22917,Ohio,039083087009,9,83,87
22918,Pennsylvania,042083083010,10,83,83
22919,Pennsylvania,042083083011,11,83,83
22920,Pennsylvania,042083083001,1,83,83
22921,Pennsylvania,042083083021,21,83,83
22922,Pennsylvania,042083083022,22,83,83
22923,Pennsylvania,042083083023,23,83,83
22924,Pennsylvania,042083083024,24,83,83
22925,Pennsylvania,042083083025,25,83,83
22926,Pennsylvania,042083083026,26,83,83
22927,Pennsylvania,042083083027,27,83,83
22928,Pennsylvania,042083083028,28,83,83
22929,Pennsylvania,042083083029,29,83,83
22930,Pennsylvania,042083083002,2,83,83
22931,Pennsylvania,042083083004,4,83,83
22932,Pennsylvania,042083083005,5,83,83
22933,Pennsylvania,042083083006,6,83,83
