fid,STATENAME,ID,DISTRICT,STARTCONG,ENDCONG
1,Massachusetts,025001001006,6,1,1
2,Massachusetts,025001001007,7,1,1
3,Massachusetts,025001001008,8,1,1
4,New York,036001002001,1,1,2
5,Virginia,051001002001,1,1,2
6,Virginia,051001002010,10,1,2
7,Connecticut,009001002000,0,1,2
8,Delaware,010001012000,0,1,12
9,Georgia,0130010010-1,-1,1,1
10,Georgia,013001001001,1,1,1
11,Massachusetts,025001001001,1,1,1
12,Massachusetts,025001001002,2,1,1
13,Massachusetts,025001001003,3,1,1
14,Massachusetts,025001001004,4,1,1
15,Massachusetts,025001001005,5,1,1
16,Georgia,013001001002,2,1,1
17,Georgia,013001001003,3,1,1
18,New York,036001002002,2,1,2
19,New York,036001002003,3,1,2
20,New York,036001002004,4,1,2
21,New York,036001002005,5,1,2
22,New York,036001002006,6,1,2
23,Maryland,024001002001,1,1,2
24,Maryland,024001002002,2,1,2
25,Maryland,024001002003,3,1,2
26,Maryland,024001002004,4,1,2
27,Maryland,024001002005,5,1,2
28,Maryland,024001002006,6,1,2
29,New Hampshire,033001002000,0,1,2
30,New Jersey,034001002000,0,1,2
31,Pennsylvania,042001001000,0,1,1
32,Rhode Island,044001002000,0,1,2
33,South Carolina,045001002001,1,1,2
34,South Carolina,045001002002,2,1,2
35,South Carolina,045001002003,3,1,2
36,South Carolina,045001002004,4,1,2
37,South Carolina,045001002005,5,1,2
38,Virginia,051001002002,2,1,2
39,Virginia,051001002003,3,1,2
40,Virginia,051001002004,4,1,2
41,Virginia,051001002005,5,1,2
42,Virginia,051001002006,6,1,2
43,Virginia,051001002007,7,1,2
44,Virginia,051001002008,8,1,2
45,Virginia,051001002009,9,1,2
46,North Carolina,0370010010-1,-1,1,1
47,North Carolina,037001001001,1,1,1
48,North Carolina,037001001002,2,1,1
49,North Carolina,037001001003,3,1,1
50,North Carolina,037001001004,4,1,1
51,North Carolina,037001001005,5,1,1
53,Vermont,050002006001,1,2,6
54,Vermont,050002006002,2,2,6
59,Georgia,013002002001,1,2,2
60,Georgia,0130020020-1,-1,2,2
61,Georgia,013002002002,2,2,2
62,Georgia,013002002003,3,2,2
63,Kentucky,021002006001,1,2,6
64,Kentucky,021002006002,2,2,6
65,Pennsylvania,042002002001,1,2,2
66,Pennsylvania,042002002002,2,2,2
67,Pennsylvania,042002002003,3,2,2
68,Pennsylvania,042002002004,4,2,2
69,Pennsylvania,042002002005,5,2,2
70,Pennsylvania,042002002006,6,2,2
71,Pennsylvania,042002002007,7,2,2
72,Pennsylvania,042002002008,8,2,2
73,Massachusetts,025002002001,1,2,2
74,Massachusetts,025002002002,2,2,2
75,Massachusetts,025002002003,3,2,2
76,Massachusetts,025002002004,4,2,2
77,Massachusetts,025002002005,5,2,2
78,Massachusetts,025002002006,6,2,2
79,Massachusetts,025002002007,7,2,2
80,Massachusetts,025002002008,8,2,2
108,North Carolina,037002002001,1,2,2
109,North Carolina,037002002002,2,2,2
110,North Carolina,037002002003,3,2,2
111,North Carolina,037002002004,4,2,2
112,North Carolina,037002002005,5,2,2
113,Maryland,024003007003,3,3,7
114,Maryland,024003007004,4,3,7
115,Maryland,024003007005,5,3,7
116,Maryland,024003007006,6,3,7
117,Maryland,024003007007,7,3,7
118,Maryland,024003007008,8,3,7
119,Massachusetts,025003003000,0,3,3
120,Massachusetts,025003003001,1,3,3
121,Massachusetts,025003003002,2,3,3
122,New York,036003005010,10,3,5
125,Connecticut,009003007000,0,3,7
126,Georgia,0130030070-1,-1,3,7
127,Georgia,013003007000,0,3,7
131,Maryland,024003007001,1,3,7
132,Maryland,024003007002,2,3,7
133,New York,036003005001,1,3,5
134,New York,036003005003,3,3,5
135,New York,036003005004,4,3,5
136,New York,036003005005,5,3,5
137,New York,036003005006,6,3,5
138,New York,036003005007,7,3,5
139,New York,036003005008,8,3,5
140,New York,036003005009,9,3,5
141,Massachusetts,025003003003,3,3,3
142,Massachusetts,025003003004,4,3,3
143,New York,036003005002,2,3,5
144,New Hampshire,033003007000,0,3,7
145,New Jersey,034003005000,0,3,5
146,North Carolina,037003007001,1,3,7
147,North Carolina,037003007010,10,3,7
148,North Carolina,037003007002,2,3,7
149,North Carolina,037003007003,3,3,7
150,North Carolina,037003007004,4,3,7
151,North Carolina,037003007005,5,3,7
152,North Carolina,037003007006,6,3,7
153,North Carolina,037003007007,7,3,7
154,North Carolina,037003007008,8,3,7
155,North Carolina,037003007009,9,3,7
156,Pennsylvania,042003003000,0,3,3
157,Rhode Island,044003027000,0,3,27
158,South Carolina,045003007001,1,3,7
159,South Carolina,045003007002,2,3,7
160,South Carolina,045003007003,3,3,7
161,South Carolina,045003007004,4,3,7
162,South Carolina,045003007005,5,3,7
163,South Carolina,045003007006,6,3,7
164,Virginia,051003007010,10,3,7
165,Virginia,051003007011,11,3,7
166,Virginia,051003007012,12,3,7
167,Virginia,051003007013,13,3,7
168,Virginia,051003007014,14,3,7
169,Virginia,051003007015,15,3,7
170,Virginia,051003007016,16,3,7
171,Virginia,051003007017,17,3,7
172,Virginia,051003007018,18,3,7
173,Virginia,051003007019,19,3,7
174,Virginia,051003007001,1,3,7
175,Virginia,051003007002,2,3,7
176,Virginia,051003007003,3,3,7
177,Virginia,051003007004,4,3,7
178,Virginia,051003007005,5,3,7
179,Virginia,051003007006,6,3,7
180,Virginia,051003007007,7,3,7
181,Virginia,051003007008,8,3,7
182,Virginia,051003007009,9,3,7
196,Pennsylvania,042004006003,3,4,6
197,Pennsylvania,042004006004,4,4,6
198,Pennsylvania,042004006005,5,4,6
199,Pennsylvania,042004006006,6,4,6
200,Pennsylvania,042004006007,7,4,6
201,Pennsylvania,042004006008,8,4,6
202,Pennsylvania,042004006009,9,4,6
215,Massachusetts,025004007010,10,4,7
216,Massachusetts,025004007011,11,4,7
217,Massachusetts,025004007012,12,4,7
218,Massachusetts,025004007013,13,4,7
219,Massachusetts,025004007014,14,4,7
220,Massachusetts,025004007001,1,4,7
221,Massachusetts,025004007002,2,4,7
222,Massachusetts,025004007003,3,4,7
223,Massachusetts,025004007004,4,4,7
224,Massachusetts,025004007005,5,4,7
225,Massachusetts,025004007006,6,4,7
226,Massachusetts,025004007007,7,4,7
227,Massachusetts,025004007008,8,4,7
228,Massachusetts,025004007009,9,4,7
249,Tennessee,0470040050-1,-1,4,5
250,Tennessee,047004005000,0,4,5
270,Pennsylvania,042004006010,10,4,6
271,Pennsylvania,042004006011,11,4,6
272,Pennsylvania,042004006012,12,4,6
273,Pennsylvania,042004006001,1,4,6
274,Pennsylvania,042004006002,2,4,6
375,New York,036006007010,10,6,7
376,New York,036006007001,1,6,7
377,New York,036006007003,3,6,7
407,New York,036006007005,5,6,7
408,New York,036006007006,6,6,7
409,New York,036006007007,7,6,7
410,New York,036006007008,8,6,7
411,New York,036006007009,9,6,7
413,New Jersey,034006006001,1,6,6
414,New Jersey,034006006002,2,6,6
415,New Jersey,034006006003,3,6,6
416,New Jersey,034006006004,4,6,6
417,New Jersey,034006006005,5,6,6
435,New York,036006007002,2,6,7
436,New York,036006007004,4,6,7
437,Tennessee,0470060070-1,-1,6,7
438,Tennessee,047006007000,0,6,7
463,Ohio,0390070080-1,-1,7,8
464,Ohio,039007008000,0,7,8
471,Vermont,050007007001,1,7,7
472,Vermont,050007007002,2,7,7
480,Kentucky,021007007001,1,7,7
481,Kentucky,021007007002,2,7,7
504,New Jersey,034007007000,0,7,7
545,Pennsylvania,042007007010,10,7,7
546,Pennsylvania,042007007011,11,7,7
547,Pennsylvania,042007007012,12,7,7
548,Pennsylvania,042007007001,1,7,7
549,Pennsylvania,042007007002,2,7,7
550,Pennsylvania,042007007003,3,7,7
551,Pennsylvania,042007007004,4,7,7
552,Pennsylvania,042007007005,5,7,7
553,Pennsylvania,042007007006,6,7,7
554,Pennsylvania,042007007007,7,7,7
555,Pennsylvania,042007007008,8,7,7
556,Pennsylvania,042007007009,9,7,7
559,Massachusetts,025008012011,11,8,12
560,New York,036008008017,17,8,8
561,Vermont,050008012001,1,8,12
562,Vermont,050008012002,2,8,12
563,Vermont,050008012003,3,8,12
564,Vermont,050008012004,4,8,12
565,Virginia,051008009001,1,8,9
566,Connecticut,009008024000,0,8,24
567,Georgia,0130080080-1,-1,8,8
568,Georgia,013008008000,0,8,8
570,Kentucky,021008012001,1,8,12
571,Kentucky,021008012002,2,8,12
572,Kentucky,021008012003,3,8,12
573,Kentucky,021008012004,4,8,12
574,Kentucky,021008012005,5,8,12
575,Kentucky,021008012006,6,8,12
576,Maryland,024008022001,1,8,22
577,Maryland,024008022002,2,8,22
578,Maryland,024008022003,3,8,22
579,Maryland,024008022004,4,8,22
580,Maryland,024008022005,5,8,22
581,Maryland,024008022006,6,8,22
582,Maryland,024008022007,7,8,22
583,Maryland,024008022008,8,8,22
584,Massachusetts,025008012010,10,8,12
585,Massachusetts,025008012012,12,8,12
586,Massachusetts,025008012013,13,8,12
587,Massachusetts,025008012014,14,8,12
588,Massachusetts,025008012015,15,8,12
589,Massachusetts,025008012016,16,8,12
590,Massachusetts,025008012017,17,8,12
591,Massachusetts,025008012001,1,8,12
592,Massachusetts,025008012002,2,8,12
593,Massachusetts,025008012003,3,8,12
594,Massachusetts,025008012004,4,8,12
595,Massachusetts,025008012005,5,8,12
596,Massachusetts,025008012006,6,8,12
597,Massachusetts,025008012007,7,8,12
598,Massachusetts,025008012008,8,8,12
599,Massachusetts,025008012009,9,8,12
600,New Hampshire,033008012000,0,8,12
601,New Jersey,034008012000,0,8,12
602,North Carolina,037008012001,1,8,12
603,North Carolina,037008012010,10,8,12
604,North Carolina,037008012011,11,8,12
605,North Carolina,037008012012,12,8,12
606,North Carolina,037008012002,2,8,12
607,North Carolina,037008012003,3,8,12
608,North Carolina,037008012004,4,8,12
609,North Carolina,037008012005,5,8,12
610,North Carolina,037008012006,6,8,12
611,North Carolina,037008012007,7,8,12
612,North Carolina,037008012008,8,8,12
613,North Carolina,037008012009,9,8,12
614,Pennsylvania,042008012001,1,8,12
615,Pennsylvania,042008012010,10,8,12
616,Pennsylvania,042008012011,11,8,12
617,Pennsylvania,042008012002,2,8,12
618,Pennsylvania,042008012003,3,8,12
619,Pennsylvania,042008012004,4,8,12
620,Pennsylvania,042008012005,5,8,12
621,Pennsylvania,042008012006,6,8,12
622,Pennsylvania,042008012007,7,8,12
623,New York,036008008002,2,8,8
624,New York,036008008003,3,8,8
625,New York,036008008004,4,8,8
626,New York,036008008005,5,8,8
627,New York,036008008006,6,8,8
628,New York,036008008007,7,8,8
629,New York,036008008008,8,8,8
630,New York,036008008009,9,8,8
631,New York,036008008001,1,8,8
632,Pennsylvania,042008012008,8,8,12
633,Pennsylvania,042008012009,9,8,12
635,South Carolina,045008012001,1,8,12
636,South Carolina,045008012002,2,8,12
637,South Carolina,045008012003,3,8,12
638,South Carolina,045008012004,4,8,12
639,South Carolina,045008012005,5,8,12
640,South Carolina,045008012006,6,8,12
641,South Carolina,045008012007,7,8,12
642,South Carolina,045008012008,8,8,12
643,Virginia,051008009010,10,8,9
644,Virginia,051008009011,11,8,9
645,Virginia,051008009012,12,8,9
646,Virginia,051008009013,13,8,9
647,Virginia,051008009014,14,8,9
648,Virginia,051008009015,15,8,9
649,Virginia,051008009016,16,8,9
650,Virginia,051008009017,17,8,9
651,Virginia,051008009018,18,8,9
652,Virginia,051008009019,19,8,9
653,Virginia,051008009002,2,8,9
654,Virginia,051008009020,20,8,9
655,Virginia,051008009021,21,8,9
656,Virginia,051008009022,22,8,9
657,Virginia,051008009003,3,8,9
658,Virginia,051008009004,4,8,9
659,Virginia,051008009005,5,8,9
660,Virginia,051008009006,6,8,9
661,Virginia,051008009007,7,8,9
662,Virginia,051008009008,8,8,9
663,Virginia,051008009009,9,8,9
664,Tennessee,0470080080-1,-1,8,8
665,Tennessee,047008008000,0,8,8
666,New York,036008008010,10,8,8
667,New York,036008008011,11,8,8
668,New York,036008008012,12,8,8
669,New York,036008008013,13,8,8
670,New York,036008008014,14,8,8
671,New York,036008008015,15,8,8
672,New York,036008008016,16,8,8
673,Ohio,039009012000,0,9,12
675,New York,036009010002,2,9,10
682,Georgia,0130090090-1,-1,9,9
683,Georgia,013009009000,0,9,9
684,New York,036009010001,1,9,10
700,New York,036009010016,16,9,10
701,New York,036009010017,17,9,10
702,New York,036009010003,3,9,10
703,New York,036009010004,4,9,10
704,New York,036009010005,5,9,10
705,New York,036009010006,6,9,10
706,New York,036009010007,7,9,10
707,New York,036009010008,8,9,10
708,New York,036009010009,9,9,10
748,New York,036009010010,10,9,10
749,New York,036009010011,11,9,10
750,New York,036009010012,12,9,10
751,New York,036009010013,13,9,10
752,New York,036009010014,14,9,10
753,New York,036009010015,15,9,10
786,Tennessee,0470090090-1,-1,9,9
787,Tennessee,047009009001,1,9,9
788,Tennessee,047009009002,2,9,9
789,Tennessee,047009009003,3,9,9
797,Virginia,051010012001,1,10,12
798,Virginia,051010012010,10,10,12
800,Georgia,0130100120-1,-1,10,12
801,Georgia,013010012000,0,10,12
883,Virginia,051010012011,11,10,12
884,Virginia,051010012012,12,10,12
885,Virginia,051010012013,13,10,12
886,Virginia,051010012014,14,10,12
887,Virginia,051010012015,15,10,12
888,Virginia,051010012016,16,10,12
889,Virginia,051010012017,17,10,12
890,Virginia,051010012018,18,10,12
891,Virginia,051010012019,19,10,12
892,Virginia,051010012002,2,10,12
893,Virginia,051010012020,20,10,12
894,Virginia,051010012021,21,10,12
895,Virginia,051010012022,22,10,12
896,Virginia,051010012003,3,10,12
897,Virginia,051010012004,4,10,12
898,Virginia,051010012005,5,10,12
899,Virginia,051010012006,6,10,12
900,Virginia,051010012007,7,10,12
901,Virginia,051010012008,8,10,12
902,Virginia,051010012009,9,10,12
903,Tennessee,0470100100-1,-1,10,10
904,Tennessee,047010010001,1,10,10
905,Tennessee,047010010002,2,10,10
906,Tennessee,047010010003,3,10,10
951,New York,036011012001,1,11,12
952,New York,036011012010,10,11,12
953,New York,036011012011,11,11,12
954,New York,036011012012,12,11,12
955,New York,036011012013,13,11,12
956,New York,036011012014,14,11,12
957,New York,036011012015,15,11,12
958,New York,036011012002,2,11,12
959,New York,036011012003,3,11,12
960,New York,036011012004,4,11,12
961,New York,036011012005,5,11,12
962,New York,036011012006,6,11,12
963,New York,036011012007,7,11,12
964,New York,036011012008,8,11,12
965,New York,036011012009,9,11,12
1018,Tennessee,0470110110-1,-1,11,11
1019,Tennessee,047011011001,1,11,11
1020,Tennessee,047011011002,2,11,11
1021,Tennessee,047011011003,3,11,11
1064,Louisiana,022012017000,0,12,17
1134,Tennessee,0470120120-1,-1,12,12
1135,Tennessee,047012012001,1,12,12
1136,Tennessee,047012012002,2,12,12
1137,Tennessee,047012012003,3,12,12
1138,Vermont,050013016000,0,13,16
1139,Virginia,051013017001,1,13,17
1140,Virginia,051013017010,10,13,17
1142,Georgia,0130130150-1,-1,13,15
1143,Georgia,013013015000,0,13,15
1144,Delaware,010013017000,0,13,17
1153,Massachusetts,025013013010,10,13,13
1154,Massachusetts,025013013011,11,13,13
1155,Massachusetts,025013013012,12,13,13
1156,Massachusetts,025013013013,13,13,13
1157,Massachusetts,025013013014,14,13,13
1158,Massachusetts,025013013015,15,13,13
1159,Massachusetts,025013013016,16,13,13
1160,Massachusetts,025013013017,17,13,13
1161,Massachusetts,025013013018,18,13,13
1162,Massachusetts,025013013019,19,13,13
1163,Massachusetts,025013013001,1,13,13
1164,Massachusetts,025013013020,20,13,13
1165,Massachusetts,025013013002,2,13,13
1166,Massachusetts,025013013003,3,13,13
1167,Massachusetts,025013013004,4,13,13
1168,Massachusetts,025013013005,5,13,13
1169,Massachusetts,025013013006,6,13,13
1170,Massachusetts,025013013007,7,13,13
1171,Massachusetts,025013013008,8,13,13
1172,Massachusetts,025013013009,9,13,13
1173,New York,036013016010,10,13,16
1174,New York,036013016011,11,13,16
1175,New York,036013016012,12,13,16
1176,New York,036013016013,13,13,16
1177,New York,036013016014,14,13,16
1178,New York,036013016015,15,13,16
1179,New York,036013016016,16,13,16
1180,New York,036013016017,17,13,16
1181,New York,036013016018,18,13,16
1182,New York,036013016019,19,13,16
1183,New York,036013016020,20,13,16
1184,New York,036013016021,21,13,16
1185,New York,036013016002,2,13,16
1186,New York,036013016003,3,13,16
1187,New York,036013016004,4,13,16
1188,New York,036013016005,5,13,16
1189,New York,036013016006,6,13,16
1190,New York,036013016007,7,13,16
1191,New York,036013016001,1,13,16
1192,New York,036013016008,8,13,16
1193,New York,036013016009,9,13,16
1194,Kentucky,021013017001,1,13,17
1195,Kentucky,021013017010,10,13,17
1196,Kentucky,021013017002,2,13,17
1197,Kentucky,021013017003,3,13,17
1198,Kentucky,021013017004,4,13,17
1199,Kentucky,021013017005,5,13,17
1200,Kentucky,021013017006,6,13,17
1201,Kentucky,021013017007,7,13,17
1202,Kentucky,021013017008,8,13,17
1203,Kentucky,021013017009,9,13,17
1205,New Hampshire,033013022000,0,13,22
1206,New Jersey,034013013001,1,13,13
1207,New Jersey,034013013002,2,13,13
1208,New Jersey,034013013003,3,13,13
1209,North Carolina,037013027001,1,13,27
1210,North Carolina,037013027010,10,13,27
1211,North Carolina,037013027011,11,13,27
1212,North Carolina,037013027012,12,13,27
1213,North Carolina,037013027013,13,13,27
1214,North Carolina,037013027002,2,13,27
1215,North Carolina,037013027003,3,13,27
1216,North Carolina,037013027004,4,13,27
1217,North Carolina,037013027005,5,13,27
1218,North Carolina,037013027006,6,13,27
1219,North Carolina,037013027007,7,13,27
1220,North Carolina,037013027008,8,13,27
1221,North Carolina,037013027009,9,13,27
1222,Ohio,039013017001,1,13,17
1223,Ohio,039013017002,2,13,17
1224,Ohio,039013017003,3,13,17
1225,Ohio,039013017006,6,13,17
1226,Ohio,039013017005,5,13,17
1227,Ohio,039013017004,4,13,17
1228,Pennsylvania,042013017001,1,13,17
1229,Pennsylvania,042013017010,10,13,17
1230,Pennsylvania,042013017011,11,13,17
1231,Pennsylvania,042013017012,12,13,17
1232,Pennsylvania,042013017013,13,13,17
1233,Pennsylvania,042013017014,14,13,17
1234,Pennsylvania,042013017015,15,13,17
1235,Pennsylvania,042013017002,2,13,17
1236,Pennsylvania,042013017003,3,13,17
1237,Pennsylvania,042013017004,4,13,17
1238,Pennsylvania,042013017005,5,13,17
1239,Pennsylvania,042013017006,6,13,17
1240,Pennsylvania,042013017007,7,13,17
1241,Pennsylvania,042013017008,8,13,17
1242,Pennsylvania,042013017009,9,13,17
1244,Virginia,051013017011,11,13,17
1245,Virginia,051013017012,12,13,17
1246,Virginia,051013017013,13,13,17
1247,Virginia,051013017014,14,13,17
1248,Virginia,051013017015,15,13,17
1249,Virginia,051013017016,16,13,17
1250,Virginia,051013017017,17,13,17
1251,Virginia,051013017018,18,13,17
1252,Virginia,051013017019,19,13,17
1253,Virginia,051013017002,2,13,17
1254,Virginia,051013017020,20,13,17
1255,Virginia,051013017021,21,13,17
1256,Virginia,051013017022,22,13,17
1257,Virginia,051013017023,23,13,17
1258,Virginia,051013017003,3,13,17
1259,Virginia,051013017004,4,13,17
1260,Virginia,051013017005,5,13,17
1261,Virginia,051013017006,6,13,17
1262,Virginia,051013017007,7,13,17
1263,Virginia,051013017008,8,13,17
1264,Virginia,051013017009,9,13,17
1265,South Carolina,0450130140-1,-1,13,14
1266,South Carolina,045013014001,1,13,14
1267,South Carolina,045013014002,2,13,14
1268,South Carolina,045013014003,3,13,14
1269,South Carolina,045013014004,4,13,14
1270,South Carolina,045013014005,5,13,14
1271,South Carolina,045013014006,6,13,14
1272,South Carolina,045013014007,7,13,14
1273,South Carolina,045013014008,8,13,14
1274,South Carolina,045013014009,9,13,14
1275,Tennessee,0470130170-1,-1,13,17
1276,Tennessee,047013017001,1,13,17
1277,Tennessee,047013017002,2,13,17
1278,Tennessee,047013017003,3,13,17
1279,Tennessee,047013017004,4,13,17
1280,Tennessee,047013017005,5,13,17
1281,Tennessee,047013017006,6,13,17
1282,Indiana,0180140150-1,-1,14,15
1283,Indiana,018014015000,0,14,15
1299,Massachusetts,025014014010,10,14,14
1300,Massachusetts,025014014011,11,14,14
1301,Massachusetts,025014014012,12,14,14
1302,Massachusetts,025014014013,13,14,14
1303,Massachusetts,025014014014,14,14,14
1304,Massachusetts,025014014015,15,14,14
1305,Massachusetts,025014014016,16,14,14
1306,Massachusetts,025014014017,17,14,14
1307,Massachusetts,025014014018,18,14,14
1308,Massachusetts,025014014019,19,14,14
1309,Massachusetts,025014014001,1,14,14
1310,Massachusetts,025014014020,20,14,14
1311,Massachusetts,025014014002,2,14,14
1312,Massachusetts,025014014003,3,14,14
1313,Massachusetts,025014014004,4,14,14
1314,Massachusetts,025014014005,5,14,14
1315,Massachusetts,025014014006,6,14,14
1316,Massachusetts,025014014007,7,14,14
1317,Massachusetts,025014014008,8,14,14
1318,Massachusetts,025014014009,9,14,14
1352,New Jersey,034014027000,0,14,27
1443,Massachusetts,025015016010,10,15,16
1444,Massachusetts,025015016011,11,15,16
1445,Massachusetts,025015016012,12,15,16
1446,Massachusetts,025015016013,13,15,16
1447,Massachusetts,025015016014,14,15,16
1448,Massachusetts,025015016015,15,15,16
1449,Massachusetts,025015016016,16,15,16
1450,Massachusetts,025015016017,17,15,16
1451,Massachusetts,025015016018,18,15,16
1452,Massachusetts,025015016019,19,15,16
1453,Massachusetts,025015016001,1,15,16
1454,Massachusetts,025015016020,20,15,16
1455,Massachusetts,025015016002,2,15,16
1456,Massachusetts,025015016003,3,15,16
1457,Massachusetts,025015016004,4,15,16
1458,Massachusetts,025015016005,5,15,16
1459,Massachusetts,025015016006,6,15,16
1460,Massachusetts,025015016007,7,15,16
1461,Massachusetts,025015016008,8,15,16
1462,Massachusetts,025015016009,9,15,16
1463,Illinois,017015022000,0,15,22
1496,Mississippi,028015022000,0,15,22
1499,South Carolina,045015017001,1,15,17
1556,South Carolina,045015017002,2,15,17
1557,South Carolina,045015017003,3,15,17
1558,South Carolina,045015017004,4,15,17
1559,South Carolina,045015017005,5,15,17
1560,South Carolina,045015017006,6,15,17
1561,South Carolina,045015017007,7,15,17
1562,South Carolina,045015017008,8,15,17
1563,South Carolina,045015017009,9,15,17
1571,Indiana,0180160160-1,-1,16,16
1572,Indiana,018016016000,0,16,16
1576,Alabama,001016017000,0,16,17
1578,Georgia,0130160170-1,-1,16,17
1579,Georgia,013016017000,0,16,17
1717,Indiana,0180170170-1,-1,17,17
1718,Indiana,018017017000,0,17,17
1719,Massachusetts,025017017006,6,17,17
1720,Massachusetts,025017017007,7,17,17
1721,Massachusetts,025017017008,8,17,17
1722,Massachusetts,025017017009,9,17,17
1729,New York,036017017001,1,17,17
1731,Maine,023017017001,1,17,17
1732,Maine,023017017002,2,17,17
1733,Maine,023017017003,3,17,17
1734,Maine,023017017004,4,17,17
1735,Maine,023017017005,5,17,17
1736,Maine,023017017006,6,17,17
1737,Maine,023017017007,7,17,17
1746,Massachusetts,025017017010,10,17,17
1747,Massachusetts,025017017011,11,17,17
1748,Massachusetts,025017017012,12,17,17
1749,Massachusetts,025017017013,13,17,17
1750,Massachusetts,025017017001,1,17,17
1751,Massachusetts,025017017002,2,17,17
1752,Massachusetts,025017017003,3,17,17
1753,Massachusetts,025017017004,4,17,17
1754,Massachusetts,025017017005,5,17,17
1756,New York,036017017010,10,17,17
1757,New York,036017017011,11,17,17
1758,New York,036017017012,12,17,17
1759,New York,036017017013,13,17,17
1760,New York,036017017014,14,17,17
1761,New York,036017017015,15,17,17
1762,New York,036017017016,16,17,17
1763,New York,036017017017,17,17,17
1764,New York,036017017018,18,17,17
1765,New York,036017017019,19,17,17
1766,New York,036017017020,20,17,17
1767,New York,036017017021,21,17,17
1768,New York,036017017022,22,17,17
1769,New York,036017017002,2,17,17
1770,New York,036017017003,3,17,17
1771,New York,036017017004,4,17,17
1772,New York,036017017005,5,17,17
1773,New York,036017017006,6,17,17
1774,New York,036017017007,7,17,17
1775,New York,036017017008,8,17,17
1776,New York,036017017009,9,17,17
1789,Missouri,029017021000,0,17,21
1864,Vermont,050017017001,1,17,17
1865,Vermont,050017017002,2,17,17
1866,Vermont,050017017003,3,17,17
1867,Vermont,050017017004,4,17,17
1868,Vermont,050017017005,5,17,17
1869,Vermont,050017017006,6,17,17
1870,Pennsylvania,042018022013,13,18,22
1871,Pennsylvania,042018022014,14,18,22
1872,Pennsylvania,042018022015,15,18,22
1873,Pennsylvania,042018022016,16,18,22
1874,Pennsylvania,042018022017,17,18,22
1875,Pennsylvania,042018022018,18,18,22
1876,Pennsylvania,042018022001,1,18,22
1877,Massachusetts,025018022010,10,18,22
1878,Massachusetts,025018022011,11,18,22
1879,Vermont,050018018000,0,18,18
1880,Virginia,051018018001,1,18,18
1881,Virginia,051018018010,10,18,18
1882,Alabama,001018022002,2,18,22
1883,Alabama,001018022001,1,18,22
1884,Alabama,0010180220-1,-1,18,22
1885,Alabama,001018022003,3,18,22
1887,Georgia,0130180190-1,-1,18,19
1888,Georgia,013018019000,0,18,19
1889,Delaware,010018097000,0,18,97
1890,Indiana,0180180180-1,-1,18,18
1891,Indiana,018018018001,1,18,18
1892,Indiana,018018018002,2,18,18
1893,Indiana,018018018003,3,18,18
1894,Kentucky,021018022010,10,18,22
1895,Kentucky,021018022011,11,18,22
1896,Kentucky,021018022012,12,18,22
1897,Kentucky,021018022001,1,18,22
1898,Kentucky,021018022002,2,18,22
1899,Kentucky,021018022003,3,18,22
1900,Kentucky,021018022004,4,18,22
1901,Kentucky,021018022005,5,18,22
1902,Kentucky,021018022006,6,18,22
1903,Kentucky,021018022007,7,18,22
1904,Kentucky,021018022008,8,18,22
1905,Kentucky,021018022009,9,18,22
1906,Maine,023018022001,1,18,22
1907,Maine,023018022002,2,18,22
1908,Maine,023018022003,3,18,22
1909,Maine,023018022004,4,18,22
1910,Maine,023018022005,5,18,22
1911,Maine,023018022006,6,18,22
1912,Maine,023018022007,7,18,22
1913,Ohio,039018021010,10,18,21
1922,Pennsylvania,042018022010,10,18,22
1923,Pennsylvania,042018022011,11,18,22
1924,Pennsylvania,042018022012,12,18,22
1925,Massachusetts,025018022012,12,18,22
1926,Massachusetts,025018022013,13,18,22
1927,Massachusetts,025018022001,1,18,22
1928,Massachusetts,025018022002,2,18,22
1929,Massachusetts,025018022003,3,18,22
1930,Massachusetts,025018022004,4,18,22
1931,Massachusetts,025018022005,5,18,22
1932,Massachusetts,025018022006,6,18,22
1933,Massachusetts,025018022007,7,18,22
1934,Massachusetts,025018022008,8,18,22
1935,Massachusetts,025018022009,9,18,22
1937,Pennsylvania,042018022002,2,18,22
1938,Pennsylvania,042018022003,3,18,22
1939,Pennsylvania,042018022004,4,18,22
1940,Pennsylvania,042018022005,5,18,22
1941,Pennsylvania,042018022006,6,18,22
1942,Pennsylvania,042018022007,7,18,22
1943,Pennsylvania,042018022008,8,18,22
1944,Pennsylvania,042018022009,9,18,22
1945,Louisiana,022018027001,1,18,27
1946,Louisiana,022018027002,2,18,27
1947,Louisiana,022018027003,3,18,27
1952,New York,036018022001,1,18,22
1953,New York,036018022010,10,18,22
1954,New York,036018022011,11,18,22
1955,New York,036018022012,12,18,22
1956,New York,036018022013,13,18,22
1957,New York,036018022014,14,18,22
1958,New York,036018022015,15,18,22
1959,New York,036018022016,16,18,22
1960,New York,036018022017,17,18,22
1961,New York,036018022018,18,18,22
1962,New York,036018022019,19,18,22
1963,New York,036018022002,2,18,22
1964,New York,036018022020,20,18,22
1965,New York,036018022021,21,18,22
1966,New York,036018022022,22,18,22
1967,New York,036018022023,23,18,22
1968,New York,036018022024,24,18,22
1969,New York,036018022025,25,18,22
1970,New York,036018022026,26,18,22
1971,New York,036018022027,27,18,22
1972,New York,036018022028,28,18,22
1973,New York,036018022029,29,18,22
